customer_key,r_score,f_score,m_score,monetary,segment
8820,3,3,3,110780.67,Regular
4558,3,2,3,110853.05,Regular
2153,3,3,3,110868.22,Regular
1225,1,2,3,110907.02,At Risk
8041,2,3,3,110939.94,Regular
3812,3,3,3,110955.78,Regular
9458,1,4,3,110965.06,Regular
1001,3,2,3,111035.41,Regular
5407,1,2,3,111101.46,At Risk
8842,4,3,3,111109.45,Recent
1825,2,2,3,111114.47,At Risk
3306,4,3,3,111138.94,Recent
1329,3,2,3,111140.96,Regular
3819,1,1,3,111168.71,At Risk
5317,5,3,3,111170.18,Recent
3494,2,2,3,111183.41,At Risk
5314,2,3,3,111238.52,Regular
3438,3,2,3,111246.29,Regular
207,5,3,3,111274.83,Recent
7894,1,1,3,111276.56,At Risk
4435,1,2,3,111335.41,At Risk
4223,3,3,3,111368.24,Regular
4417,3,4,3,111377.85,Regular
1903,3,3,3,111382.26,Regular
5876,1,2,3,111382.71,At Risk
5533,2,2,3,111393.49,At Risk
7031,2,4,3,111415.71,Regular
614,3,3,3,111446.70,Regular
4021,2,5,3,111452.08,Regular
4524,2,4,3,111484.64,Regular
7048,2,3,3,111488.72,Regular
7054,2,2,3,111490.86,At Risk
5881,4,3,3,111494.61,Recent
7434,3,3,3,111504.12,Regular
9532,4,3,3,111528.03,Recent
6730,4,5,3,111529.47,Recent
9783,1,2,3,111550.99,At Risk
2111,3,3,3,111557.43,Regular
6668,4,3,3,111581.92,Recent
8373,3,4,3,111589.76,Regular
9916,1,2,3,111601.91,At Risk
1936,5,4,3,111606.03,Recent
3055,5,5,3,111624.29,Recent
139,1,2,3,111632.21,At Risk
1365,1,1,3,111665.07,At Risk
2655,1,2,3,111703.09,At Risk
5858,5,5,3,111762.96,Recent
9037,4,4,3,111767.15,Recent
7866,2,5,3,111867.25,Regular
1584,1,2,3,111887.67,At Risk
3649,2,2,3,111889.02,At Risk
1515,5,3,3,111928.98,Recent
3921,5,3,3,111952.34,Recent
1509,1,1,3,111954.76,At Risk
5830,5,1,3,111985.04,Recent
9134,1,2,3,111992.40,At Risk
804,2,2,3,111995.55,At Risk
9654,3,3,3,112006.79,Regular
737,2,2,3,112015.97,At Risk
6308,1,2,3,112024.33,At Risk
1562,3,3,3,112030.41,Regular
1926,3,4,3,112030.58,Regular
8138,3,4,3,112043.15,Regular
6830,5,3,3,112053.48,Recent
2431,3,4,3,112063.16,Regular
2703,3,4,3,112094.72,Regular
9473,2,2,3,112132.23,At Risk
3131,2,2,3,112132.97,At Risk
6147,5,4,3,112136.59,Recent
5074,2,4,3,112194.69,Regular
4294,4,3,3,112211.74,Recent
9591,4,4,3,112216.58,Recent
6400,2,3,3,112222.27,Regular
7829,5,5,3,112225.67,Recent
5869,1,2,3,112225.77,At Risk
9207,2,2,3,112253.83,At Risk
4618,1,1,3,112309.38,At Risk
7884,3,3,3,112332.83,Regular
8303,1,2,3,112397.49,At Risk
5250,1,2,3,112439.12,At Risk
3763,4,4,3,112516.49,Recent
8641,3,2,3,112521.45,Regular
2043,2,3,3,112552.35,Regular
278,4,2,3,112579.21,Recent
3156,3,3,3,112579.72,Regular
4852,5,2,3,112614.39,Recent
4498,4,1,3,112632.34,Recent
9788,3,4,3,112644.37,Regular
2692,5,4,3,112662.17,Recent
8072,2,2,3,112667.17,At Risk
4649,2,2,3,112690.15,At Risk
3581,1,1,3,112692.08,At Risk
3226,5,4,3,112801.04,Recent
2982,2,4,3,112806.07,Regular
6774,2,2,3,112826.17,At Risk
6954,4,3,3,112845.58,Recent
9223,5,1,3,112860.93,Recent
8108,4,2,3,112863.96,Recent
8507,2,1,3,112997.33,At Risk
9353,2,2,3,113004.55,At Risk
3589,2,3,3,113043.79,Regular
5538,4,3,3,113050.23,Recent
5696,5,3,3,113050.33,Recent
8922,1,4,3,113057.75,Regular
8280,3,2,3,113075.29,Regular
6704,1,4,3,113094.23,Regular
5234,2,5,3,113097.29,Regular
7241,2,2,3,113115.19,At Risk
8725,2,4,3,113134.63,Regular
2326,3,3,3,113136.08,Regular
793,1,2,3,113142.64,At Risk
8839,5,5,3,113146.54,Recent
4535,4,3,3,113154.41,Recent
6921,3,3,3,113157.15,Regular
416,1,1,3,113163.42,At Risk
508,5,3,3,113167.51,Recent
3762,2,4,3,113194.54,Regular
9526,2,3,3,113196.72,Regular
5725,4,1,3,113270.59,Recent
8106,3,3,3,113280.16,Regular
9823,5,4,3,113309.96,Recent
6966,5,5,3,113320.52,Recent
8564,4,2,3,113324.76,Recent
1293,3,4,3,113345.35,Regular
1943,2,4,3,113381.37,Regular
6810,1,1,3,113406.62,At Risk
7634,1,2,3,113412.37,At Risk
3240,1,2,3,113429.16,At Risk
2075,4,3,3,113449.94,Recent
5564,1,2,3,113485.13,At Risk
8480,3,3,3,113493.17,Regular
8127,3,5,3,113512.26,Regular
4228,4,4,3,113533.09,Recent
8927,5,1,3,113540.20,Recent
411,5,3,3,113570.30,Recent
3524,4,3,3,113580.51,Recent
420,2,3,3,113625.13,Regular
6640,3,5,3,113633.05,Regular
2583,4,3,3,113639.39,Recent
191,3,4,3,113677.62,Regular
5895,3,5,3,113688.17,Regular
8298,4,5,3,113702.64,Recent
2584,4,3,3,113741.26,Recent
8223,3,3,3,113751.35,Regular
9972,2,2,3,113759.53,At Risk
5880,1,1,3,113769.74,At Risk
6711,2,4,3,113813.81,Regular
1491,4,3,3,113842.77,Recent
7698,4,2,3,113870.78,Recent
5457,2,2,3,113881.32,At Risk
3592,2,2,3,113884.02,At Risk
5933,4,3,3,113892.01,Recent
3021,5,5,3,113953.53,Recent
4159,1,2,3,113954.91,At Risk
3706,2,2,3,113972.95,At Risk
9129,5,3,3,113974.46,Recent
2620,2,5,3,114005.42,Regular
3462,3,3,3,114005.71,Regular
1559,5,4,3,114010.58,Recent
8759,4,3,3,114073.40,Recent
6536,5,3,3,114082.22,Recent
1996,4,4,3,114148.03,Recent
5008,3,3,3,114189.06,Regular
7016,1,4,3,114199.49,Regular
2399,1,2,3,114250.69,At Risk
2828,2,3,3,114255.20,Regular
8272,5,5,3,114278.81,Recent
5033,2,5,3,114279.75,Regular
5659,3,3,3,114292.07,Regular
170,3,4,3,114294.58,Regular
2058,5,3,3,114298.03,Recent
7921,3,4,3,114305.68,Regular
1354,4,4,3,114385.49,Recent
7988,2,2,3,114407.92,At Risk
8091,4,5,3,114419.77,Recent
5938,4,2,3,114429.66,Recent
8966,2,1,3,114447.57,At Risk
4138,4,5,3,114484.06,Recent
9439,5,2,3,114510.63,Recent
846,1,4,3,114625.98,Regular
6480,5,4,3,114653.70,Recent
3922,3,2,3,114654.36,Regular
3569,4,4,3,114695.22,Recent
5819,2,2,3,114708.22,At Risk
3911,3,3,3,114718.14,Regular
8740,5,3,3,114737.15,Recent
8077,3,2,3,114744.21,Regular
1623,4,3,3,114748.73,Recent
5520,3,3,3,114827.46,Regular
6643,1,4,3,114838.17,Regular
517,3,4,3,114848.37,Regular
2131,4,4,3,114863.04,Recent
7750,2,2,3,114869.25,At Risk
9611,4,3,3,114872.12,Recent
9054,5,3,3,114907.31,Recent
3687,5,3,3,114962.38,Recent
7012,1,4,3,114999.20,Regular
5726,1,1,3,115001.69,At Risk
1501,1,2,3,115019.62,At Risk
8521,2,2,3,115041.79,At Risk
1129,2,2,3,115065.46,At Risk
2072,3,4,3,115075.15,Regular
2147,3,3,3,115080.25,Regular
8772,2,4,3,115110.74,Regular
6698,5,4,3,115130.00,Recent
8589,2,4,3,115150.88,Regular
2375,4,3,3,115171.74,Recent
287,1,2,3,115177.19,At Risk
6701,3,3,3,115241.75,Regular
584,1,4,3,115248.83,Regular
7958,5,4,3,115267.57,Recent
4803,5,4,3,115288.09,Recent
7127,3,5,3,115358.73,Regular
6072,1,3,3,115375.26,Regular
193,5,3,3,115386.22,Recent
260,2,4,3,115388.19,Regular
9822,2,4,3,115401.13,Regular
2045,1,2,3,115416.45,At Risk
5738,4,5,3,115440.82,Recent
2062,2,1,3,115472.62,At Risk
333,4,3,3,115491.09,Recent
9023,5,3,3,115500.19,Recent
6672,1,1,3,115510.54,At Risk
6262,4,5,3,115524.21,Recent
2052,5,4,3,115544.94,Recent
2241,1,1,3,115555.36,At Risk
4599,2,4,3,115593.19,Regular
3482,1,1,3,115596.22,At Risk
3717,2,2,3,115679.74,At Risk
2537,3,3,3,115783.79,Regular
2312,2,5,3,115788.77,Regular
5076,3,5,3,115826.47,Regular
474,3,2,3,115834.68,Regular
7689,4,3,3,115873.54,Recent
882,3,4,3,115874.69,Regular
5172,1,2,3,115877.17,At Risk
2184,3,4,3,115888.83,Regular
9115,1,2,3,115936.96,At Risk
8854,2,2,3,115943.34,At Risk
3846,5,4,3,115946.79,Recent
3225,2,2,3,115961.49,At Risk
6611,4,1,3,116103.61,Recent
1080,2,3,3,116112.00,Regular
4395,4,3,3,116118.17,Recent
8158,4,3,3,116122.60,Recent
717,1,2,3,116126.88,At Risk
2407,4,4,3,116149.57,Recent
8441,5,4,3,116193.85,Recent
3895,4,3,3,116250.72,Recent
2426,2,2,3,116251.25,At Risk
8275,1,4,3,116261.42,Regular
8534,5,5,3,116287.33,Recent
5017,4,3,3,116302.82,Recent
7194,4,3,3,116320.42,Recent
5781,5,4,3,116334.97,Recent
3281,5,3,3,116384.44,Recent
7784,2,3,3,116405.01,Regular
5698,3,3,3,116418.42,Regular
1489,4,3,3,116427.03,Recent
4849,1,2,3,116437.98,At Risk
4017,4,2,3,116445.20,Recent
5331,4,4,3,116451.91,Recent
1722,4,4,3,116454.40,Recent
9878,3,4,3,116457.08,Regular
7489,2,4,3,116457.75,Regular
6645,1,1,3,116470.86,At Risk
3238,1,2,3,116478.91,At Risk
6298,1,4,3,116488.52,Regular
2666,3,3,3,116549.27,Regular
6432,5,4,3,116605.45,Recent
121,5,3,3,116692.82,Recent
9584,2,2,3,116712.49,At Risk
312,2,4,3,116721.32,Regular
6465,5,4,3,116835.77,Recent
2833,2,2,3,116858.02,At Risk
4976,3,3,3,116860.93,Regular
1906,5,3,3,116878.09,Recent
2132,3,3,3,116888.92,Regular
886,2,2,3,116895.76,At Risk
1988,5,4,3,116897.21,Recent
8121,4,4,3,116923.03,Recent
205,2,2,3,116940.29,At Risk
8135,5,3,3,116946.61,Recent
766,3,4,3,116953.27,Regular
1088,5,1,3,116958.52,Recent
7172,2,2,3,116988.72,At Risk
987,1,2,3,117005.40,At Risk
3993,5,5,3,117052.00,Recent
9466,1,1,3,117143.95,At Risk
7834,4,4,3,117145.26,Recent
5286,4,3,3,117170.95,Recent
8508,4,3,3,117185.25,Recent
2150,3,3,3,117191.30,Regular
5039,5,5,3,117275.71,Recent
5336,4,5,3,117278.64,Recent
8895,4,3,3,117279.39,Recent
1122,1,1,3,117287.24,At Risk
326,4,3,3,117295.30,Recent
7774,1,1,3,117295.41,At Risk
5641,4,4,3,117328.21,Recent
7851,5,1,3,117347.56,Recent
6942,3,3,3,117348.17,Regular
5598,2,2,3,117359.68,At Risk
4101,3,4,3,117394.60,Regular
7773,3,5,3,117416.33,Regular
9980,2,2,3,117450.15,At Risk
6451,1,2,3,117512.24,At Risk
9257,2,5,3,117568.38,Regular
2879,1,4,3,117586.00,Regular
3480,3,2,3,117596.49,Regular
2240,2,2,3,117608.97,At Risk
2624,3,3,3,117682.99,Regular
3478,1,2,3,117685.71,At Risk
947,1,1,3,117716.06,At Risk
462,1,2,3,117756.76,At Risk
4485,2,2,3,117772.88,At Risk
325,1,2,3,117780.70,At Risk
2460,5,3,3,117797.97,Recent
623,4,3,3,117832.40,Recent
5072,3,2,3,117905.80,Regular
942,3,4,3,117909.88,Regular
7232,1,4,3,117937.73,Regular
6627,5,1,3,117955.83,Recent
1910,4,4,3,118040.20,Recent
4876,3,3,3,118066.62,Regular
5679,3,3,3,118118.83,Regular
1699,2,4,3,118123.83,Regular
7956,4,3,3,118134.10,Recent
2548,1,1,3,118168.90,At Risk
2872,5,5,3,118172.56,Recent
9416,3,3,3,118223.46,Regular
2797,4,3,3,118276.73,Recent
6539,1,1,3,118284.89,At Risk
1476,1,4,3,118309.66,Regular
239,3,3,3,118346.57,Regular
8587,5,3,3,118347.30,Recent
4989,3,4,3,118359.27,Regular
3729,2,2,3,118394.09,At Risk
3805,2,5,3,118395.84,Regular
8190,3,2,3,118397.29,Regular
2429,3,3,3,118418.43,Regular
2322,4,5,3,118429.59,Recent
970,2,4,3,118509.03,Regular
9300,4,3,3,118524.11,Recent
7569,4,2,3,118612.13,Recent
7795,3,4,3,118622.19,Regular
5443,1,2,3,118631.51,At Risk
9987,5,4,3,118662.58,Recent
9676,2,2,3,118670.55,At Risk
2963,3,3,3,118681.32,Regular
4795,4,3,3,118719.16,Recent
6349,5,1,3,118720.15,Recent
9742,5,5,3,118777.10,Recent
9504,1,1,3,118781.92,At Risk
1333,4,1,3,118790.06,Recent
3923,3,3,3,118797.60,Regular
5877,1,1,3,118864.17,At Risk
4313,4,3,3,118869.52,Recent
7496,1,1,3,118898.09,At Risk
621,1,4,3,118967.63,Regular
1314,3,3,3,118980.67,Regular
6713,2,2,3,118994.00,At Risk
8573,1,4,3,119029.56,Regular
8803,4,2,3,119045.06,Recent
9062,5,3,3,119058.01,Recent
8260,2,4,3,119067.81,Regular
1974,1,1,3,119077.48,At Risk
3138,5,4,3,119081.34,Recent
9720,1,2,3,119097.10,At Risk
7346,3,3,3,119159.99,Regular
513,4,1,3,119184.18,Recent
4041,3,4,3,119211.97,Regular
7082,3,3,3,119240.30,Regular
6317,4,3,3,119266.90,Recent
2859,2,5,3,119278.01,Regular
2085,5,4,3,119280.87,Recent
2121,3,3,3,119281.33,Regular
815,5,3,3,119298.90,Recent
4624,1,1,3,119340.22,At Risk
165,1,4,3,119343.30,Regular
38,4,2,3,119347.63,Recent
522,1,5,3,119367.34,Regular
5818,4,1,3,119383.33,Recent
841,4,4,3,119384.35,Recent
1798,2,4,3,119400.37,Regular
4817,4,2,3,119412.83,Recent
1760,1,2,3,119412.87,At Risk
2595,4,5,3,119456.79,Recent
217,3,3,3,119457.23,Regular
3559,5,4,3,119462.00,Recent
9690,1,1,3,119477.72,At Risk
7416,5,3,3,119481.37,Recent
8811,4,3,3,119492.77,Recent
4012,4,3,3,119499.01,Recent
3,2,2,3,119499.79,At Risk
5383,5,4,3,119540.62,Recent
9086,2,2,3,119569.47,At Risk
1993,4,1,3,119613.67,Recent
7391,4,3,3,119674.33,Recent
2798,3,4,3,119701.94,Regular
6087,3,1,3,119703.01,Regular
4369,2,5,3,119739.65,Regular
2986,5,4,3,119745.03,Recent
6244,2,2,3,119745.11,At Risk
7022,3,3,3,119745.57,Regular
6218,2,5,3,119776.53,Regular
454,2,1,3,119820.62,At Risk
3079,2,5,3,119843.06,Regular
5277,4,2,3,119924.16,Recent
2973,3,2,3,119951.84,Regular
455,4,4,3,119966.88,Recent
6196,5,3,3,119987.96,Recent
9398,5,4,3,120005.17,Recent
4104,3,4,3,120037.30,Regular
7657,2,2,3,120075.00,At Risk
1410,3,4,3,120078.91,Regular
8628,2,4,3,120115.41,Regular
1443,5,1,3,120139.14,Recent
1589,5,4,3,120157.27,Recent
8674,2,5,3,120182.74,Regular
3410,4,5,3,120223.60,Recent
3962,2,4,3,120243.29,Regular
259,1,1,3,120304.21,At Risk
6346,4,3,3,120304.99,Recent
6577,2,4,3,120336.06,Regular
7708,2,4,3,120391.73,Regular
2554,1,2,3,120392.38,At Risk
643,1,1,3,120414.51,At Risk
4118,3,3,3,120441.49,Regular
6737,4,3,3,120469.95,Recent
3842,1,1,3,120495.54,At Risk
8021,2,4,3,120499.18,Regular
1072,3,3,3,120554.09,Regular
1698,4,5,3,120578.80,Recent
7176,4,5,3,120624.58,Recent
5523,1,1,3,120664.27,At Risk
2112,5,3,3,120681.87,Recent
7209,2,4,3,120734.90,Regular
2970,2,2,3,120757.51,At Risk
1248,4,5,3,120762.07,Recent
7597,1,2,3,120773.31,At Risk
8622,4,4,3,120778.55,Recent
7316,3,2,3,120838.46,Regular
5417,4,4,3,120852.72,Recent
7169,4,4,3,120858.27,Recent
2056,3,5,3,120874.71,Regular
4873,5,3,3,120887.25,Recent
2371,4,3,3,120929.53,Recent
2129,1,2,3,120948.41,At Risk
9776,4,4,3,121004.73,Recent
5667,3,5,3,121042.51,Regular
3844,3,3,3,121082.40,Regular
5444,4,3,3,121156.38,Recent
4596,5,5,3,121174.75,Recent
3903,3,3,3,121176.42,Regular
1136,3,3,3,121251.51,Regular
5642,5,3,3,121259.90,Recent
6473,5,4,3,121266.83,Recent
3353,4,3,3,121299.22,Recent
1869,5,4,3,121301.49,Recent
5006,1,2,3,121309.08,At Risk
4469,1,1,3,121365.78,At Risk
707,1,2,3,121371.53,At Risk
6418,5,4,3,121379.79,Recent
7325,5,1,3,121408.66,Recent
97,3,4,3,121421.83,Regular
5767,3,4,3,121464.83,Regular
518,2,4,3,121483.23,Regular
9722,2,2,3,121492.75,At Risk
2751,5,1,3,121523.74,Recent
2486,4,2,3,121535.59,Recent
7090,2,3,3,121558.30,Regular
216,1,4,3,121592.44,Regular
2892,5,4,3,121598.04,Recent
5511,5,4,3,121647.31,Recent
2582,1,2,3,121649.36,At Risk
495,3,3,3,121685.94,Regular
2649,4,5,3,121721.96,Recent
1236,2,2,3,121723.50,At Risk
6796,4,3,3,121738.93,Recent
1862,3,3,3,121744.30,Regular
9986,3,4,3,121766.75,Regular
3735,2,1,3,121788.02,At Risk
4007,4,5,3,121803.97,Recent
2415,5,3,3,121859.59,Recent
9322,4,4,3,121893.93,Recent
4109,4,1,3,121917.08,Recent
2193,2,4,3,121922.79,Regular
7317,5,4,3,121933.20,Recent
615,5,3,3,121965.76,Recent
4538,2,2,3,122001.89,At Risk
3875,1,1,3,122007.89,At Risk
3740,4,4,3,122012.69,Recent
4298,5,3,3,122018.98,Recent
2378,5,3,3,122045.83,Recent
8914,3,3,3,122091.72,Regular
394,1,2,3,122138.50,At Risk
5178,5,5,3,122141.54,Recent
5854,5,4,3,122171.10,Recent
6675,5,4,3,122174.11,Recent
1765,4,4,3,122178.81,Recent
382,5,3,3,122264.76,Recent
4603,4,3,3,122343.46,Recent
7035,3,4,3,122362.15,Regular
3344,4,3,3,122362.28,Recent
9601,3,4,3,122370.38,Regular
4935,3,3,3,122371.55,Regular
2968,2,2,3,122381.50,At Risk
2440,2,2,3,122406.06,At Risk
2539,3,4,3,122420.16,Regular
7175,2,4,3,122422.94,Regular
4692,2,2,3,122429.49,At Risk
3449,5,4,3,122451.05,Recent
6045,2,2,3,122472.96,At Risk
9032,2,2,3,122481.19,At Risk
5470,3,3,3,122499.92,Regular
4023,5,1,3,122510.71,Recent
425,4,4,3,122517.25,Recent
8197,2,5,3,122549.32,Regular
893,5,3,3,122553.74,Recent
41,2,4,3,122608.02,Regular
1265,3,3,3,122734.01,Regular
749,2,2,3,122790.82,At Risk
8270,2,4,3,122825.63,Regular
1885,1,4,3,122905.76,Regular
6460,1,5,3,122912.59,Regular
6673,4,4,3,122923.60,Recent
5279,2,2,3,122947.80,At Risk
5459,1,4,3,122969.04,Regular
5941,3,3,3,122974.30,Regular
4998,5,3,3,122981.43,Recent
2827,1,5,3,123109.98,Regular
3801,5,3,3,123117.63,Recent
7003,4,5,3,123124.53,Recent
2287,2,2,3,123166.61,At Risk
8251,5,4,3,123178.37,Recent
8869,5,4,3,123248.79,Recent
9391,3,3,3,123292.62,Regular
5888,3,4,3,123340.67,Regular
8482,5,3,3,123370.25,Recent
4564,1,2,3,123389.49,At Risk
2249,4,5,3,123396.68,Recent
3572,1,1,3,123403.58,At Risk
7427,5,3,3,123409.66,Recent
2645,4,3,3,123529.46,Recent
7135,3,3,3,123531.13,Regular
3213,4,4,3,123540.83,Recent
7368,5,4,3,123582.84,Recent
3949,5,3,3,123590.18,Recent
4133,5,3,3,123610.02,Recent
5016,2,2,3,123612.92,At Risk
7939,5,4,3,123668.14,Recent
2462,3,3,3,123718.90,Regular
8131,5,3,3,123719.12,Recent
700,1,2,3,123726.78,At Risk
8084,3,3,3,123732.84,Regular
2482,5,3,3,123757.84,Recent
5188,5,4,3,123873.60,Recent
7734,5,5,3,123896.52,Recent
3102,2,4,3,123901.21,Regular
763,3,3,3,124026.84,Regular
6898,5,4,3,124051.78,Recent
2476,2,2,3,124053.69,At Risk
9554,5,3,3,124079.08,Recent
6227,4,5,3,124080.54,Recent
3316,2,2,3,124110.33,At Risk
9809,5,4,3,124141.14,Recent
6328,3,3,3,124144.91,Regular
3130,3,4,3,124148.98,Regular
4833,3,3,3,124208.61,Regular
4260,5,3,3,124220.69,Recent
6052,1,4,3,124258.57,Regular
3817,3,5,3,124273.30,Regular
8032,3,3,3,124289.87,Regular
5999,1,1,3,124291.42,At Risk
8311,1,4,3,124344.23,Regular
8930,4,2,3,124349.64,Recent
3208,2,2,3,124360.33,At Risk
5382,3,4,3,124366.50,Regular
2408,2,5,3,124378.08,Regular
6973,2,4,3,124452.98,Regular
3110,2,4,3,124456.39,Regular
1465,4,4,3,124461.75,Recent
2398,3,4,3,124464.91,Regular
8767,1,4,3,124485.58,Regular
3412,5,3,3,124489.50,Recent
832,4,3,3,124495.16,Recent
4576,5,3,3,124504.47,Recent
7506,4,4,3,124530.61,Recent
5755,3,3,3,124553.62,Regular
2142,4,4,3,124573.13,Recent
9235,2,2,3,124627.00,At Risk
638,1,1,3,124660.34,At Risk
7653,2,5,3,124689.29,Regular
3230,5,1,3,124705.30,Recent
73,3,2,3,124717.96,Regular
5075,5,4,3,124780.92,Recent
9813,2,1,3,124797.41,At Risk
7370,2,2,3,124798.47,At Risk
7723,3,3,3,124857.34,Regular
7799,1,2,3,124911.51,At Risk
5269,3,3,3,124928.48,Regular
546,3,4,3,124935.90,Regular
1420,1,2,3,124959.91,At Risk
3484,2,2,3,124967.30,At Risk
5473,5,3,3,125010.36,Recent
2231,3,4,3,125021.11,Regular
9430,5,3,3,125060.82,Recent
9486,3,2,3,125143.91,Regular
9996,1,2,3,125241.88,At Risk
6827,3,3,3,125247.87,Regular
3997,2,2,3,125255.67,At Risk
3939,3,4,3,125299.48,Regular
2230,3,3,3,125318.21,Regular
5851,2,4,3,125321.98,Regular
9058,4,3,3,125325.20,Recent
4427,4,4,3,125325.38,Recent
8407,4,3,3,125347.37,Recent
7080,5,1,3,125374.62,Recent
3522,2,1,3,125392.11,At Risk
2209,3,4,3,125395.41,Regular
7130,3,3,3,125403.94,Regular
4442,1,4,3,125414.75,Regular
1868,5,5,3,125454.38,Recent
7053,1,2,3,125466.77,At Risk
9265,5,1,3,125480.39,Recent
5761,4,3,3,125484.06,Recent
5786,3,3,3,125660.83,Regular
9275,2,2,3,125748.69,At Risk
3954,2,2,3,125784.75,At Risk
1927,4,3,3,125789.36,Recent
5655,5,3,3,125801.58,Recent
980,2,4,3,125811.80,Regular
8182,4,5,3,125850.75,Recent
4543,3,5,3,125894.19,Regular
1724,5,5,3,125939.89,Recent
8264,1,4,3,126028.85,Regular
8198,2,4,3,126037.42,Regular
7140,4,3,3,126061.55,Recent
3136,4,4,3,126072.83,Recent
5926,2,2,3,126081.50,At Risk
221,3,4,3,126085.74,Regular
3063,1,2,3,126094.09,At Risk
8620,4,5,3,126107.66,Recent
5083,3,3,3,126173.38,Regular
3331,1,2,3,126203.19,At Risk
3811,5,4,3,126209.90,Recent
8237,3,5,3,126289.44,Regular
5466,3,2,3,126308.08,Regular
6425,2,4,3,126323.45,Regular
1580,3,3,3,126326.53,Regular
2916,4,5,3,126341.06,Recent
7269,4,3,3,126367.10,Recent
4737,5,5,3,126426.42,Recent
3405,4,3,3,126458.30,Recent
8938,4,3,3,126500.09,Recent
4878,3,3,3,126557.41,Regular
8155,3,4,3,126598.52,Regular
1576,2,3,3,126615.90,Regular
1191,2,5,3,126617.89,Regular
9643,1,2,3,126625.08,At Risk
6855,5,4,3,126649.07,Recent
4500,5,3,3,126664.00,Recent
6033,1,1,3,126673.13,At Risk
1466,3,4,3,126680.72,Regular
9567,2,4,3,126701.16,Regular
5368,1,2,3,126724.21,At Risk
4030,4,3,3,126747.85,Recent
3305,5,4,3,126848.08,Recent
8039,5,3,3,126907.52,Recent
380,3,3,3,126913.31,Regular
4075,3,3,3,127031.59,Regular
10,1,4,3,127054.13,Regular
1997,5,4,3,127067.30,Recent
3199,3,4,3,127139.49,Regular
2557,5,3,3,127143.65,Recent
5461,5,5,3,127152.42,Recent
4847,5,3,3,127169.35,Recent
8863,3,4,3,127185.72,Regular
5867,3,4,3,127188.41,Regular
533,3,3,3,127224.66,Regular
9028,5,4,3,127241.43,Recent
3050,4,5,3,127259.49,Recent
7404,5,4,3,127262.97,Recent
6148,3,4,3,127269.14,Regular
835,5,3,3,127308.88,Recent
9243,4,4,3,127321.82,Recent
8447,4,5,3,127327.19,Recent
4650,3,5,3,127353.22,Regular
7475,2,2,3,127423.42,At Risk
1234,4,4,3,127454.94,Recent
4565,2,3,3,127495.20,Regular
8542,1,2,3,127506.31,At Risk
7124,1,2,3,127512.24,At Risk
7099,2,2,3,127560.00,At Risk
1959,5,3,3,127583.48,Recent
3285,5,5,3,127584.82,Recent
4249,5,3,3,127585.31,Recent
9311,5,4,3,127592.10,Recent
9284,2,4,3,127608.32,Regular
7451,2,2,3,127641.83,At Risk
5525,3,1,3,127654.87,Regular
9529,5,5,3,127703.03,Recent
8109,4,3,3,127719.11,Recent
9177,5,5,3,127728.15,Recent
2488,5,3,3,127758.01,Recent
3601,2,2,3,127768.20,At Risk
181,1,2,3,127783.24,At Risk
6505,5,5,3,127851.58,Recent
5098,3,3,3,127878.89,Regular
5746,2,5,3,127912.13,Regular
8615,1,2,3,127980.34,At Risk
4404,5,4,3,127988.58,Recent
6277,1,2,3,127990.10,At Risk
524,5,3,3,128058.67,Recent
3460,4,3,3,128061.57,Recent
3850,1,5,3,128104.26,Regular
89,1,2,3,128113.11,At Risk
6125,5,3,3,128129.66,Recent
2877,1,1,3,128144.41,At Risk
6615,2,2,3,128154.11,At Risk
4263,2,4,3,128172.31,Regular
4745,1,4,3,128174.32,Regular
8760,5,3,3,128220.20,Recent
3455,3,4,3,128249.05,Regular
3674,5,4,3,128273.59,Recent
816,2,2,3,128283.43,At Risk
7908,3,4,3,128295.16,Regular
7337,2,5,3,128299.16,Regular
6794,3,4,3,128307.19,Regular
1447,1,2,3,128343.43,At Risk
859,5,3,3,128344.44,Recent
5149,3,4,3,128348.88,Regular
8779,4,5,3,128349.42,Recent
3133,4,3,3,128422.18,Recent
3737,3,2,3,128435.97,Regular
5506,3,4,3,128445.09,Regular
565,5,4,3,128446.56,Recent
9517,5,1,3,128488.08,Recent
7011,4,5,3,128516.53,Recent
7615,4,3,3,128557.69,Recent
8374,5,4,3,128563.95,Recent
5267,3,4,3,128571.69,Regular
6835,4,3,3,128605.96,Recent
4210,3,2,3,128653.34,Regular
1213,2,5,3,128654.91,Regular
8232,5,4,3,128673.63,Recent
1755,2,1,3,128719.33,At Risk
3474,5,3,3,128725.30,Recent
5651,3,3,3,128811.46,Regular
8035,2,2,3,128865.97,At Risk
6875,5,4,3,128935.33,Recent
6722,1,2,3,128966.90,At Risk
7394,3,4,3,129001.60,Regular
5688,3,3,3,129043.67,Regular
1095,5,5,3,129101.80,Recent
9695,2,2,3,129102.54,At Risk
764,1,1,3,129152.53,At Risk
1932,5,4,3,129162.74,Recent
6202,5,3,3,129189.38,Recent
3071,4,4,3,129192.24,Recent
9415,2,4,3,129219.03,Regular
5409,5,3,3,129234.04,Recent
4540,5,5,3,129235.36,Recent
3357,2,4,3,129242.18,Regular
9966,5,4,3,129271.84,Recent
5248,5,4,3,129272.90,Recent
2122,3,4,3,129296.47,Regular
9564,2,2,3,129311.95,At Risk
7428,3,3,3,129314.20,Regular
